date,n_orders,total_revenue_usd,avg_order_value_usd,avg_discount_pct,n_unique_customers,n_returns,return_rate,total_spend_usd,total_impressions,total_clicks,total_conversions_marketing,total_attributed_revenue_usd,avg_roas,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions_web,total_stock_on_hand,total_units_sold,n_stockouts,n_reorders,economic_index,marketing_pressure,consumer_sentiment,seasonal_index,inventory_health,anomaly_flag,anomaly_event,anomaly_kpi,n_orders_rolling_mean,n_orders_rolling_std,n_orders_z_score,n_orders_wow_change,n_orders_mom_change,n_orders_lag_1,total_revenue_usd_rolling_mean,total_revenue_usd_rolling_std,total_revenue_usd_z_score,total_revenue_usd_wow_change,total_revenue_usd_mom_change,total_revenue_usd_lag_1,avg_order_value_usd_rolling_mean,avg_order_value_usd_rolling_std,avg_order_value_usd_z_score,avg_order_value_usd_wow_change,avg_order_value_usd_mom_change,avg_order_value_usd_lag_1,avg_discount_pct_rolling_mean,avg_discount_pct_rolling_std,avg_discount_pct_z_score,avg_discount_pct_wow_change,avg_discount_pct_mom_change,avg_discount_pct_lag_1,n_unique_customers_rolling_mean,n_unique_customers_rolling_std,n_unique_customers_z_score,n_unique_customers_wow_change,n_unique_customers_mom_change,n_unique_customers_lag_1,n_returns_rolling_mean,n_returns_rolling_std,n_returns_z_score,n_returns_wow_change,n_returns_mom_change,n_returns_lag_1,return_rate_rolling_mean,return_rate_rolling_std,return_rate_z_score,return_rate_wow_change,return_rate_mom_change,return_rate_lag_1,total_spend_usd_rolling_mean,total_spend_usd_rolling_std,total_spend_usd_z_score,total_spend_usd_wow_change,total_spend_usd_mom_change,total_spend_usd_lag_1,total_impressions_rolling_mean,total_impressions_rolling_std,total_impressions_z_score,total_impressions_wow_change,total_impressions_mom_change,total_impressions_lag_1,total_clicks_rolling_mean,total_clicks_rolling_std,total_clicks_z_score,total_clicks_wow_change,total_clicks_mom_change,total_clicks_lag_1,total_conversions_marketing_rolling_mean,total_conversions_marketing_rolling_std,total_conversions_marketing_z_score,total_conversions_marketing_wow_change,total_conversions_marketing_mom_change,total_conversions_marketing_lag_1,total_attributed_revenue_usd_rolling_mean,total_attributed_revenue_usd_rolling_std,total_attributed_revenue_usd_z_score,total_attributed_revenue_usd_wow_change,total_attributed_revenue_usd_mom_change,total_attributed_revenue_usd_lag_1,avg_roas_rolling_mean,avg_roas_rolling_std,avg_roas_z_score,avg_roas_wow_change,avg_roas_mom_change,avg_roas_lag_1,sessions_rolling_mean,sessions_rolling_std,sessions_z_score,sessions_wow_change,sessions_mom_change,sessions_lag_1,unique_visitors_rolling_mean,unique_visitors_rolling_std,unique_visitors_z_score,unique_visitors_wow_change,unique_visitors_mom_change,unique_visitors_lag_1,bounce_rate_rolling_mean,bounce_rate_rolling_std,bounce_rate_z_score,bounce_rate_wow_change,bounce_rate_mom_change,bounce_rate_lag_1,pages_per_session_rolling_mean,pages_per_session_rolling_std,pages_per_session_z_score,pages_per_session_wow_change,pages_per_session_mom_change,pages_per_session_lag_1,avg_session_duration_sec_rolling_mean,avg_session_duration_sec_rolling_std,avg_session_duration_sec_z_score,avg_session_duration_sec_wow_change,avg_session_duration_sec_mom_change,avg_session_duration_sec_lag_1,conversion_rate_rolling_mean,conversion_rate_rolling_std,conversion_rate_z_score,conversion_rate_wow_change,conversion_rate_mom_change,conversion_rate_lag_1,conversions_web_rolling_mean,conversions_web_rolling_std,conversions_web_z_score,conversions_web_wow_change,conversions_web_mom_change,conversions_web_lag_1,total_stock_on_hand_rolling_mean,total_stock_on_hand_rolling_std,total_stock_on_hand_z_score,total_stock_on_hand_wow_change,total_stock_on_hand_mom_change,total_stock_on_hand_lag_1,total_units_sold_rolling_mean,total_units_sold_rolling_std,total_units_sold_z_score,total_units_sold_wow_change,total_units_sold_mom_change,total_units_sold_lag_1,n_stockouts_rolling_mean,n_stockouts_rolling_std,n_stockouts_z_score,n_stockouts_wow_change,n_stockouts_mom_change,n_stockouts_lag_1,n_reorders_rolling_mean,n_reorders_rolling_std,n_reorders_z_score,n_reorders_wow_change,n_reorders_mom_change,n_reorders_lag_1,inventory_health_rolling_mean,inventory_health_rolling_std,inventory_health_z_score,inventory_health_wow_change,inventory_health_mom_change,inventory_health_lag_1
2024-04-13,216,13033.56,60.34,0.07,159,17,0.0787,12558.08,1964089,51720,4909,458343.45,36.498,8280,6399,0.42,3.55,155.4,0.0251,207,51202,384,0,0,0.17802,0.00359,-0.05303,0.06022,0.08019,0,,,218.1429,3.1848,-0.6728,-0.027,0.0537,221.0,12960.56,235.232,0.3103,-0.0233,0.0669,13261.45,59.4129,0.6482,1.4304,0.0038,0.0126,60.01,0.078,0.0063,-1.2649,-0.1358,0.0,0.079,157.4286,11.1484,0.141,-0.1452,0.2823,146.0,17.5714,0.5345,-1.069,-0.0556,0.0625,18.0,0.0805,0.0014,-1.2677,-0.0296,0.009,0.0814,12703.9443,499.0777,-0.2923,-0.0831,-0.0146,12459.66,1672562.4286,480622.1562,0.6066,-0.0823,0.0447,1867620.0,45844.0,29092.7158,0.202,-0.3922,1.4873,92897.0,4479.8571,3414.3504,0.1257,-0.2114,1.5033,11057.0,441222.5229,436344.2078,0.0392,-0.3663,0.3254,1374205.06,34.9884,35.1074,0.043,-0.3088,0.3451,110.292,8610.8571,284.9523,-1.1611,-0.0545,0.0234,8691.0,6920.7143,408.5053,-1.2771,-0.0772,-0.0107,7146.0,0.4023,0.0323,0.5483,-0.0047,-0.0646,0.352,3.2886,0.2704,0.9668,-0.0111,0.079,3.51,183.8429,21.7765,-1.3061,-0.1452,-0.1804,209.4,0.0262,0.001,-1.165,-0.0599,0.0726,0.0264,225.4286,15.7147,-1.1727,-0.1116,0.0952,229.0,50090.2857,723.2253,1.5372,0.0119,-0.0496,50738.0,390.2857,50.2119,-0.1252,-0.232,0.1497,417.0,0.0,0.0,,,,0.0,3.4286,2.7603,-1.2421,-1.0,-1.0,6.0,0.0061,0.0482,1.5376,1.0002,-0.6896,0.0492
2024-04-14,220,13396.38,60.89,0.073,149,17,0.0773,11914.39,1890870,39710,1052,51326.66,4.308,8443,6864,0.413,3.61,193.8,0.0255,215,50944,437,0,2,0.19642,0.03354,-0.03345,0.06258,0.06297,0,,,218.0,3.0551,0.6547,-0.0045,0.76,216.0,12994.4357,281.1977,1.4294,0.018,0.7712,13033.56,59.6057,0.8589,1.4953,0.0227,0.0063,60.34,0.0766,0.0061,-0.5823,-0.1205,0.0429,0.07,158.1429,10.2702,-0.8902,0.0347,0.419,159.0,17.4286,0.5345,-0.8018,-0.0556,0.8889,17.0,0.0799,0.0018,-1.4605,-0.0504,0.0736,0.0787,12668.5257,550.1105,-1.3709,-0.0204,-0.1135,12558.08,1778646.1429,424264.066,0.2645,0.6467,-0.2299,1964089.0,49408.7143,26014.7098,-0.3728,1.6909,-0.076,51720.0,4379.4286,3516.6625,-0.9462,-0.4006,-0.6918,4909.0,435555.56,441873.3889,-0.8695,-0.4359,-0.9167,458343.45,34.535,35.5397,-0.8505,-0.4242,-0.906,36.498,8556.8571,274.1018,-0.4154,-0.0429,0.0397,8280.0,6967.2857,374.794,-0.2756,0.0499,0.0838,6399.0,0.4063,0.0315,0.2129,0.0727,0.1868,0.42,3.3586,0.2826,0.8896,0.1571,0.0374,3.55,184.9571,22.1024,0.4001,0.0419,-0.0339,155.4,0.026,0.0009,-0.5499,-0.052,0.0759,0.0251,222.2857,15.2065,-0.4791,-0.0928,0.1198,207.0,50213.4286,791.7217,0.9228,0.0172,-0.0453,51202.0,389.0,48.6381,0.9869,-0.0202,0.8133,384.0,0.0,0.0,,,,0.0,3.4286,2.7603,-0.5175,0.0,1.0,0.0,0.0143,0.0528,0.9228,10.387,-0.719,0.0802
2024-04-15,214,12712.02,59.4,0.071,137,17,0.0794,13611.68,1986478,31786,1280,186365.18,13.692,8289,6929,0.384,2.95,147.8,0.0251,208,52252,340,0,0,0.14673,0.0089,0.00523,0.06492,0.15015,0,,,217.2857,3.3523,-0.9801,-0.0228,0.0439,220.0,12950.1871,299.9276,-0.7941,-0.0238,0.0212,13396.38,59.5971,0.8609,-0.229,-0.001,-0.0217,60.89,0.0753,0.0062,-0.6871,-0.1125,0.0143,0.073,152.7143,9.9115,-1.5855,-0.2171,-0.1595,149.0,17.2857,0.488,-0.5855,-0.0556,0.1333,17.0,0.0795,0.0015,-0.0859,-0.0341,0.0847,0.0773,12833.0529,641.9109,1.213,0.0924,0.0366,11914.39,1887234.5714,350150.6464,0.2834,0.6198,0.3256,1890870.0,50471.2857,24950.6446,-0.7489,0.3055,-0.0425,39710.0,4199.8571,3655.7645,-0.7987,-0.4955,-0.6411,1052.0,428534.1129,445953.5084,-0.543,-0.2087,0.1922,51326.66,33.7907,35.9735,-0.5587,-0.2756,0.1501,4.308,8499.5714,283.3842,-0.7431,-0.0461,0.0194,8443.0,6927.1429,359.1886,0.0052,-0.039,0.0609,6864.0,0.4051,0.0323,-0.655,-0.0204,0.0026,0.413,3.3371,0.3099,-1.2493,-0.0484,-0.1918,3.61,178.8286,25.871,-1.1994,-0.225,-0.1331,193.8,0.0258,0.001,-0.7414,-0.0528,0.1106,0.0255,219.1429,15.6144,-0.7136,-0.0957,0.1366,215.0,50546.8571,1084.0674,1.5729,0.0468,-0.0265,50944.0,387.5714,50.0994,-0.9495,-0.0286,-0.1981,437.0,0.0,0.0,,,,0.0,2.8571,3.0237,-0.9449,-1.0,-1.0,2.0,0.0365,0.0723,1.5728,28.703,-0.3869,0.063
2024-04-16,225,13381.46,59.47,0.089,154,17,0.0756,14290.04,1174820,32386,2733,376237.51,26.329,9160,7733,0.364,3.44,205.0,0.0278,254,51795,408,0,2,0.1491,0.18898,0.00944,0.06723,0.1197,0,,,217.8571,4.2984,1.6618,0.0181,0.0922,214.0,13012.2971,341.2526,1.0818,0.0336,0.1176,12712.02,59.7243,0.7433,-0.3421,0.0152,0.0232,59.4,0.0756,0.0069,1.9528,0.023,0.2714,0.071,150.8571,7.7766,0.4041,-0.0778,0.1579,137.0,17.1429,0.378,-0.378,-0.0556,0.1333,17.0,0.0787,0.0019,-1.6747,-0.0713,0.0385,0.0794,13081.42,825.027,1.4649,0.1385,0.1992,13611.68,1762393.0,429727.59,-1.3673,-0.4266,0.0761,1986478.0,44272.0,22922.645,-0.5185,-0.5726,-0.3806,31786.0,3634.8571,3509.8415,-0.257,-0.5914,-0.1359,1280.0,432742.1257,445191.8444,-0.1269,0.0849,-0.298,186365.18,33.605,36.014,-0.202,-0.0471,-0.4146,13.692,8519.8571,328.2166,1.9504,0.0157,0.1355,8289.0,7012.2857,470.5882,1.5315,0.0835,0.0946,6929.0,0.399,0.0358,-0.9785,-0.1057,-0.1651,0.384,3.4157,0.2393,0.1015,0.1903,-0.0029,2.95,179.4857,26.5595,0.9606,0.023,-0.1361,147.8,0.0258,0.001,1.9074,0.0072,0.1347,0.0251,220.0,17.5119,1.9415,0.0242,0.2893,208.0,50935.0,948.4152,0.9068,0.0554,-0.0273,52252.0,390.0,50.7017,0.355,0.0435,-0.0216,340.0,0.0,0.0,,,,0.0,2.2857,2.6904,-0.1062,-0.6667,-0.3333,0.0,0.0624,0.0632,0.9069,2.9486,-0.4475,0.1502
2024-04-17,234,14093.26,60.23,0.1,150,18,0.0769,15326.56,2928635,52873,5972,255946.5,16.7,9711,8429,0.37,3.3,188.2,0.0295,286,51607,575,0,5,0.17425,0.29856,-0.00695,0.06953,0.10714,0,,,220.8571,6.8903,1.9074,0.0986,0.2062,225.0,13220.8257,486.376,1.7937,0.1155,0.2599,13381.46,59.8557,0.7392,0.5063,0.0155,0.0446,59.47,0.0799,0.011,1.8377,0.4286,0.4286,0.089,149.5714,6.9007,0.0621,-0.0566,0.0,154.0,17.2857,0.488,1.4639,0.0588,0.2857,17.0,0.0783,0.0019,-0.7339,-0.0363,0.0651,0.0756,13401.0214,1183.8913,1.6264,0.1709,0.2975,14290.04,2015054.5714,525734.0293,1.7377,1.5247,0.3163,1174820.0,46749.8571,22756.7835,0.2691,0.4882,1.0131,32386.0,4142.1429,3561.3981,0.5138,1.4667,1.002,2733.0,404468.2114,449886.8996,-0.3301,-0.4361,-0.5069,376237.51,31.0373,36.5616,-0.3921,-0.5184,-0.6199,26.329,8732.7143,525.786,1.8606,0.1812,0.2048,9160.0,7278.1429,663.7832,1.7338,0.2833,0.4157,7733.0,0.3866,0.0261,-0.6361,-0.1904,-0.1814,0.364,3.3729,0.2274,-0.3205,-0.0833,-0.1361,3.44,184.5857,23.7981,0.1519,0.2341,-0.0198,205.0,0.0265,0.0016,1.8499,0.1847,0.3532,0.0278,231.7143,28.8081,1.8844,0.402,0.6343,254.0,51244.4286,700.7465,0.5174,0.0438,-0.0084,51795.0,428.5714,73.0408,2.0048,0.8852,0.5668,408.0,0.0,0.0,,,,0.0,3.0,2.6458,0.7559,,1.5,2.0,0.083,0.0467,0.517,3.8793,-0.2142,0.1197
2024-04-18,231,13611.99,58.93,0.1,181,18,0.0779,13182.66,2209067,97108,6530,793870.77,60.221,9686,7457,0.388,2.96,201.3,0.0295,285,51111,329,0,4,0.13088,0.29955,-0.02852,0.07181,0.07411,0,,,223.0,7.4386,1.0755,0.0694,0.1726,234.0,13355.7314,435.6946,0.5882,0.0745,0.1796,14093.26,59.8957,0.6671,-1.4476,0.0048,0.006,60.23,0.0831,0.0132,1.2786,0.2987,0.4286,0.1,153.7143,13.8289,1.9731,0.1908,0.4252,150.0,17.4286,0.5345,1.069,0.0588,0.2857,18.0,0.0782,0.0019,-0.1441,-0.0102,0.0956,0.0769,13334.7243,1180.828,-0.1288,-0.034,0.1197,15326.56,2003082.7143,519267.7135,0.3967,-0.0365,-0.0414,2928635.0,56925.7143,27333.3041,1.4701,2.7527,2.0601,52873.0,4790.4286,3517.5315,0.4945,2.2781,0.9285,5972.0,499470.7329,452194.9533,0.651,5.1611,0.5298,255946.5,38.2914,36.6003,0.5992,5.378,0.3663,16.7,8894.2857,626.2507,1.2642,0.1322,0.1973,9711.0,7279.5714,664.2178,0.2671,0.0013,0.0809,8429.0,0.3844,0.0251,0.1424,-0.0372,-0.1473,0.37,3.3314,0.2749,-1.351,-0.0892,-0.1243,3.3,185.8429,24.5077,0.6307,0.0457,0.3287,188.2,0.027,0.002,1.2851,0.1303,0.3409,0.0295,240.5714,34.6259,1.2831,0.278,0.6102,286.0,51378.4286,530.7896,-0.5038,0.0187,-0.0206,51607.0,412.8571,81.7383,-1.0259,-0.2506,0.2276,575.0,0.0,0.0,,,,0.0,2.7143,2.3604,0.5447,-0.3333,0.3333,5.0,0.0919,0.0354,-0.5035,5.4165,-0.4917,0.1071
2024-04-19,225,13160.05,58.49,0.092,182,18,0.08,13202.49,2036342,95844,4388,662009.9,50.143,9293,8158,0.398,2.72,168.4,0.0283,262,51051,369,0,3,0.1163,0.21925,-0.00774,0.07407,0.07009,0,,,223.5714,7.413,0.1927,0.0181,0.1139,231.0,13341.2457,441.005,-0.4109,-0.0076,0.109,13611.99,59.6786,0.8469,-1.4035,-0.0253,-0.0043,58.93,0.085,0.0134,0.5217,0.1646,0.3143,0.1,158.8571,16.8466,1.3737,0.2466,0.456,181.0,17.4286,0.5345,1.069,0.0,0.2,18.0,0.078,0.0015,1.3321,-0.0172,0.0767,0.0779,13440.8429,1120.9408,-0.2126,0.0596,0.1725,13182.66,2027185.8571,515836.3844,0.0178,0.0903,0.0418,2209067.0,57346.7143,27994.3921,1.3752,0.0317,0.7611,97108.0,3837.7143,2189.9979,0.2513,-0.6031,-0.2869,6530.0,397728.5671,263211.01,1.0041,-0.5183,-0.2201,793870.77,29.6987,20.3184,1.0062,-0.5454,-0.3348,60.221,8980.2857,634.9561,0.4925,0.0693,0.1474,9686.0,7424.1429,736.5008,0.9964,0.1416,0.3884,7457.0,0.391,0.0208,0.3361,0.1307,-0.0955,0.388,3.2186,0.3431,-1.4532,-0.2251,0.0074,2.96,179.9857,22.7777,-0.5086,-0.1958,-0.238,201.3,0.0273,0.002,0.5232,0.072,0.2304,0.0295,245.2857,35.032,0.4771,0.1441,0.4086,285.0,51423.1429,478.4508,-0.7778,0.0062,-0.0325,51111.0,406.0,83.3307,-0.444,-0.1151,0.2341,329.0,0.0,0.0,,,,0.0,2.2857,1.8898,0.378,-0.5,,4.0,0.0949,0.0319,-0.7783,0.4243,-0.6199,0.0741
2024-04-20,221,12911.61,58.42,0.086,179,17,0.0769,13598.3,2463030,68609,7910,1140045.63,83.837,8995,6643,0.417,3.06,178.0,0.0273,245,50708,309,0,1,0.11412,0.15648,0.00204,0.0763,0.04725,0,,,224.2857,6.7753,-0.485,0.0231,0.1276,225.0,13323.8243,457.2935,-0.9014,-0.0094,0.1063,13160.05,59.4043,0.9058,-1.0866,-0.0318,-0.019,58.49,0.0873,0.0117,-0.11,0.2286,0.2286,0.092,161.7143,18.4907,0.9348,0.1258,0.432,182.0,17.4286,0.5345,-0.8018,0.0,0.2143,18.0,0.0777,0.0015,-0.5318,-0.0229,0.077,0.08,13589.4457,1051.1892,0.0084,0.0828,0.2104,13202.49,2098463.1429,539589.1641,0.6756,0.254,1.12,2036342.0,59759.4286,28155.9549,0.3143,0.3265,0.8036,95844.0,4266.4286,2674.7533,1.3622,0.6113,0.8695,4388.0,495114.5929,386577.3761,1.6683,1.4873,1.1393,662009.9,36.4614,28.9874,1.6344,1.297,0.7674,50.143,9082.4286,556.1474,-0.1572,0.0864,0.1069,9293.0,7459.0,683.7838,-1.1934,0.0381,-0.0032,8158.0,0.3906,0.0201,1.3117,-0.0071,-0.0692,0.398,3.1486,0.3129,-0.2831,-0.138,-0.0286,2.72,183.2143,20.1637,-0.2586,0.1454,-0.223,168.4,0.0276,0.0018,-0.1546,0.0876,0.2938,0.0283,250.7143,30.7989,-0.1855,0.1836,0.4327,262.0,51352.5714,547.8981,-1.1764,-0.0096,-0.0271,51051.0,395.2857,91.091,-0.9472,-0.1953,-0.3209,369.0,0.0,0.0,,,,0.0,2.4286,1.7182,-0.8314,,-0.6667,3.0,0.0902,0.0365,-1.1762,-0.4108,-0.6661,0.0701
2024-04-21,214,12128.05,56.67,0.082,151,17,0.0794,13087.83,1866654,39545,917,126822.73,9.69,8768,6837,0.437,2.66,186.0,0.0268,234,52452,325,0,2,0.05577,0.11808,-0.01356,0.07851,0.16351,0,,,223.4286,7.7213,-1.2211,-0.0273,0.0918,221.0,13142.6343,638.9454,-1.5879,-0.0947,0.0462,12911.61,58.8014,1.129,-1.8879,-0.0693,-0.0418,58.42,0.0886,0.0103,-0.6404,0.1233,0.1714,0.086,162.0,18.2757,-0.6019,0.0134,-0.0258,179.0,17.4286,0.5345,-0.8018,0.0,0.1333,17.0,0.078,0.0016,0.8457,0.0272,0.0379,0.0769,13757.08,804.0616,-0.8323,0.0985,0.0539,13598.3,2095003.7143,541217.0834,-0.4219,-0.0128,0.4745,2463030.0,59735.8571,28175.5995,-0.7166,-0.0042,0.3683,68609.0,4247.1429,2702.1395,-1.2324,-0.1283,-0.628,7910.0,505899.7457,372945.3348,-1.0164,1.4709,-0.6516,1140045.63,37.2303,28.0486,-0.9819,1.2493,-0.6694,83.837,9128.8571,505.0919,-0.7144,0.0385,0.0798,8995.0,7455.1429,687.7641,-0.8988,-0.0039,0.0664,6643.0,0.394,0.0258,1.6641,0.0581,-0.05,0.417,3.0129,0.2841,-1.2422,-0.2632,-0.2334,3.06,182.1,19.6912,0.1981,-0.0402,-0.0658,178.0,0.0278,0.0016,-0.6145,0.051,0.2582,0.0273,253.4286,27.82,-0.6984,0.0884,0.3605,245.0,51568.0,647.8297,1.3646,0.0296,0.0309,50708.0,379.2857,92.3701,-0.5877,-0.2563,-0.3129,309.0,0.0,0.0,,,,0.0,2.4286,1.7182,-0.2494,0.0,-0.6,1.0,0.1046,0.0432,1.365,1.5966,1.7865,0.0472
2024-04-22,212,12084.24,57.0,0.077,154,17,0.0802,12606.44,1645816,23060,2266,432318.09,34.293,8536,6176,0.446,3.26,189.8,0.026,221,52541,471,0,2,0.0667,0.06706,-0.01856,0.0807,0.16944,1,logistics_disruption,fulfillment_time,223.1429,8.1533,-1.3667,-0.0093,0.0816,214.0,13052.9514,744.7568,-1.3007,-0.0494,0.0489,12128.05,58.4586,1.2723,-1.1464,-0.0404,-0.0303,56.67,0.0894,0.0087,-1.4324,0.0845,0.1,0.082,164.4286,15.2846,-0.6823,0.1241,0.0922,151.0,17.4286,0.5345,-0.8018,0.0,0.1333,17.0,0.0781,0.0018,1.1679,0.0101,0.0484,0.0794,13613.4743,916.2935,-1.099,-0.0739,0.0388,13087.83,2046337.7143,567290.1526,-0.706,-0.1715,0.5408,1866654.0,58489.2857,29766.404,-1.1902,-0.2745,-0.3597,39545.0,4388.0,2542.6841,-0.8346,0.7703,0.4705,917.0,541035.8757,348616.1749,-0.3119,1.3197,0.9754,126822.73,40.1733,26.1862,-0.2246,1.5046,0.9016,9.69,9164.1429,441.2314,-1.4236,0.0298,0.0517,8768.0,7347.5714,828.301,-1.4144,-0.1087,0.0452,6837.0,0.4029,0.0318,1.3574,0.1615,-0.1098,0.437,3.0571,0.2965,0.6841,0.1051,-0.1237,2.66,188.1,12.631,0.1346,0.2842,0.0687,186.0,0.0279,0.0013,-1.4276,0.0359,0.2037,0.0268,255.2857,24.5202,-1.3983,0.0625,0.2629,234.0,51609.2857,705.3417,1.3209,0.0055,0.0446,52452.0,398.0,96.2722,0.7583,0.3853,0.323,325.0,0.0,0.0,,,,0.0,2.7143,1.3801,-0.5175,,-0.7143,2.0,0.1073,0.047,1.3211,0.1285,7.4932,0.1635
2024-04-23,211,12228.82,57.96,0.07,144,17,0.0806,13835.21,1133763,31859,3321,304948.17,22.041,8244,6568,0.473,3.45,182.8,0.025,206,50721,512,0,1,0.09855,-0.00281,-0.03012,0.08287,0.04813,0,,,221.1429,9.2633,-1.0949,-0.0622,0.0498,212.0,12888.2886,786.2838,-0.8387,-0.0861,0.0331,12084.24,58.2429,1.1981,-0.2361,-0.0254,-0.0158,57.0,0.0867,0.0114,-1.4684,-0.2135,0.0,0.077,163.0,16.8127,-1.1301,-0.0649,-0.0588,154.0,17.4286,0.5345,-0.8018,0.0,0.1333,17.0,0.0788,0.0016,1.1107,0.0661,0.0804,0.0802,13548.4986,875.5413,0.3275,-0.0318,0.0841,12606.44,2040472.4286,577915.417,-1.5689,-0.0349,-0.5451,1645816.0,58414.0,29843.9937,-0.8898,-0.0163,-0.4853,23060.0,4472.0,2488.0222,-0.4626,0.2151,-0.1414,2266.0,530851.6843,355211.7452,-0.636,-0.1895,-0.5361,432318.09,39.5607,26.6107,-0.6584,-0.1629,-0.5721,34.293,9033.2857,561.9744,-1.4045,-0.1,0.0148,8536.0,7181.1429,854.5742,-0.7175,-0.1507,0.0095,6176.0,0.4184,0.036,1.5161,0.2995,0.2159,0.446,3.0586,0.2987,1.3105,0.0029,0.2063,3.26,184.9286,10.2415,-0.2078,-0.1083,0.1771,189.8,0.0275,0.0017,-1.4485,-0.1007,0.0965,0.026,248.4286,30.8375,-1.3759,-0.189,0.1135,221.0,51455.8571,771.8831,-0.952,-0.0207,0.054,52541.0,412.8571,105.6416,0.9385,0.2549,0.177,471.0,0.0,0.0,,,,0.0,2.5714,1.5119,-1.0394,-0.5,-0.75,2.0,0.0971,0.0515,-0.9516,-0.5979,1.3843,0.1694
2024-04-24,205,11651.45,56.84,0.07,170,16,0.078,12619.76,2480239,50481,3556,631278.64,50.023,8218,6506,0.439,2.45,185.9,0.0243,199,50244,387,0,0,0.06121,-0.04389,-0.00687,0.08501,0.01632,0,,,217.0,9.037,-1.3279,-0.1239,-0.0191,211.0,12539.4586,699.463,-1.2696,-0.1733,-0.0593,12228.82,57.7586,0.9119,-1.0073,-0.0563,-0.0408,57.96,0.0824,0.0112,-1.1104,-0.3,0.0,0.07,165.8571,15.9105,0.2604,0.1333,0.2977,144.0,17.1429,0.6901,-1.6562,-0.1111,0.0,17.0,0.079,0.0014,-0.7137,0.0143,0.0183,0.0806,13161.8129,457.1301,-1.1858,-0.1766,-0.0634,13835.21,1976415.8571,479540.8479,1.0506,-0.1531,0.8682,1133763.0,58072.2857,29931.578,-0.2536,-0.0452,1.1235,31859.0,4126.8571,2411.6632,-0.2367,-0.4046,2.0471,3321.0,584470.5614,334524.5703,0.1399,1.4664,3.3379,304948.17,44.3211,24.7555,0.2303,1.9954,3.6313,22.041,8820.0,544.9541,-1.1047,-0.1537,0.0097,8244.0,6906.4286,677.2712,-0.5912,-0.2281,-0.0718,6568.0,0.4283,0.0294,0.365,0.1865,0.0162,0.473,2.9371,0.3522,-1.3833,-0.2576,-0.3,3.45,184.6,10.1556,0.128,-0.0122,0.1059,182.8,0.0267,0.0018,-1.3415,-0.1763,0.0,0.025,236.0,30.7029,-1.2051,-0.3042,0.0102,206.0,51261.1429,890.2414,-1.1425,-0.0264,0.0511,50721.0,386.0,77.771,0.0129,-0.327,0.1153,512.0,0.0,0.0,,,,0.0,1.8571,1.3452,-1.3806,-1.0,-1.0,1.0,0.0841,0.0593,-1.1425,-0.8477,1.1113,0.0481
2024-04-25,205,11726.39,57.2,0.07,143,16,0.078,11864.65,1917377,33080,2893,237677.51,20.032,8232,6394,0.443,3.81,166.9,0.0241,198,48940,342,0,2,0.0734,-0.05884,-0.02723,0.08712,-0.07061,0,,,213.2857,7.5435,-1.0984,-0.1126,-0.0144,205.0,12270.0871,568.3779,-0.9566,-0.1385,-0.0505,11651.45,57.5114,0.7639,-0.4077,-0.0294,-0.0366,56.84,0.0781,0.0088,-0.9212,-0.3,0.0,0.07,160.4286,16.3591,-1.0654,-0.2099,-0.0654,170.0,16.8571,0.6901,-1.2421,-0.1111,0.0,16.0,0.079,0.0014,-0.7305,0.0013,0.0143,0.078,12973.5257,669.3081,-1.6567,-0.1,-0.0777,12619.76,1934745.8571,468501.3089,-0.0371,-0.132,0.6863,2480239.0,48925.4286,25464.2513,-0.6223,-0.6593,-0.0052,50481.0,3607.2857,2189.1529,-0.3263,-0.557,-0.1142,3556.0,505014.3814,342457.8101,-0.7806,-0.7006,-0.5443,631278.64,38.5799,25.1111,-0.7386,-0.6674,-0.5059,50.023,8612.2857,423.4032,-0.8982,-0.1501,0.0104,8218.0,6754.5714,651.9468,-0.5531,-0.1426,-0.0771,6506.0,0.4361,0.0236,0.2909,0.1418,0.1418,0.439,3.0586,0.4834,1.5543,0.2872,0.229,2.45,179.6857,8.983,-1.4233,-0.1709,-0.0291,185.9,0.026,0.0016,-1.1791,-0.1831,0.0042,0.0243,223.5714,24.5551,-1.0414,-0.3053,0.0154,199.0,50951.0,1254.7921,-1.6027,-0.0425,0.0392,50244.0,387.8571,76.3248,-0.6008,0.0395,-0.0144,387.0,0.0,0.0,,,,0.0,1.5714,0.9759,0.4392,-0.5,-0.3333,0.0,0.0634,0.0836,-1.6027,-1.9528,0.6352,0.0163
