date,channel,spend_usd,impressions,clicks,conversions,attributed_revenue_usd,roas
2024-03-27,email,2357.27,312712,6916,393,30615.14,12.988
2024-03-27,affiliate,412.71,54749,1210,68,5360.1,12.988
2024-03-27,display,589.09,78150,1731,101,7650.82,12.988
2024-03-28,paid_search,4198.49,541116,17708,1331,231525.98,55.145
2024-03-28,social,1767.71,227828,7455,560,97480.25,55.145
2024-03-28,email,2163.68,278862,9126,686,119316.02,55.145
2024-03-28,affiliate,2175.46,280380,9175,690,119965.57,55.145
2024-03-28,display,2056.57,265060,8677,654,113409.74,55.145
2024-03-29,paid_search,2206.94,228246,2811,323,33742.76,15.289
2024-03-29,social,4157.57,429985,5296,608,63566.84,15.289
2024-03-29,email,3064.11,316897,3903,448,46848.47,15.289
2024-03-29,affiliate,2152.49,222615,2741,315,32910.38,15.289
2024-03-29,display,231.81,23975,297,35,3544.16,15.289
2024-03-30,paid_search,2763.38,363646,9927,449,73809.92,26.71
2024-03-30,social,6042.21,795123,21707,983,161387.39,26.71
2024-03-30,email,1468.41,193234,5275,238,39221.09,26.71
2024-03-30,affiliate,987.84,129994,3548,160,26385.15,26.71
2024-03-30,display,585.27,77021,2105,98,15632.48,26.71
2024-03-31,paid_search,3622.09,451259,7921,313,33065.85,9.129
2024-03-31,social,4450.79,554502,9733,384,40630.96,9.129
2024-03-31,email,3408.85,424691,7454,294,31119.15,9.129
2024-03-31,affiliate,1316.05,163959,2878,113,12014.09,9.129
2024-03-31,display,413.42,51508,905,38,3774.06,9.129
2024-04-01,paid_search,3783.11,513213,11073,1102,204240.11,53.987
2024-04-01,social,3027.08,410652,8860,882,163424.4,53.987
2024-04-01,email,1380.45,187270,4040,402,74526.95,53.987
2024-04-01,affiliate,1917.89,260180,5613,559,103542.07,53.987
2024-04-01,display,1833.88,248784,5371,536,99006.09,53.987
2024-04-02,paid_search,5899.75,1026252,18921,2114,372419.53,63.125
2024-04-02,social,4410.35,767174,14144,1580,278401.82,63.125
2024-04-02,email,1455.47,253176,4667,521,91876.03,63.125
2024-04-02,affiliate,1078.57,187616,3459,386,68084.59,63.125
2024-04-02,display,481.27,83718,1545,174,30379.83,63.124
2024-04-03,paid_search,3789.9,531893,16068,1257,129793.67,34.247
2024-04-03,social,2503.14,351302,10613,830,85725.46,34.247
2024-04-03,email,2229.45,312892,9452,739,76352.56,34.247
2024-04-03,affiliate,2814.58,395012,11933,933,96391.67,34.247
2024-04-03,display,989.61,138888,4198,331,33891.28,34.247
2024-04-04,paid_search,2780.71,317240,13169,767,151034.84,54.315
2024-04-04,social,5465.86,623578,25885,1508,296879.51,54.315
2024-04-04,email,3027.24,345365,14336,835,164425.1,54.315
2024-04-04,affiliate,2144.82,244694,10157,591,116496.56,54.315
2024-04-04,display,1164.86,132897,5519,324,63270.17,54.316
2024-04-05,paid_search,5370.48,987158,11091,661,126459.11,23.547
2024-04-05,social,3933.36,722999,8123,484,92619.19,23.547
2024-04-05,email,684.33,125788,1413,84,16113.97,23.547
2024-04-05,affiliate,2001.67,367930,4133,246,47133.38,23.547
2024-04-05,display,337.71,62076,699,43,7951.97,23.547
2024-04-06,paid_search,3579.47,559354,22239,1626,189011.98,52.804
2024-04-06,social,3116.94,487075,19365,1416,164588.31,52.804
2024-04-06,email,5729.85,895387,35600,2604,302561.32,52.804
2024-04-06,affiliate,508.54,79468,3159,231,26853.42,52.805
2024-04-06,display,761.58,119011,4734,348,40214.26,52.804
2024-04-07,paid_search,3794.2,358222,4603,547,28387.24,7.482
2024-04-07,social,4709.97,444683,5714,679,35238.83,7.482
2024-04-07,email,1936.63,182843,2349,279,14489.39,7.482
2024-04-07,affiliate,1522.4,143735,1847,219,11390.24,7.482
2024-04-07,display,199.12,18801,244,31,1489.7,7.481
2024-04-08,paid_search,6175.27,607793,12067,1257,116723.23,18.902
2024-04-08,social,1116.88,109927,2182,227,21110.87,18.902
2024-04-08,email,2770.34,272667,5413,564,52364.24,18.902
2024-04-08,affiliate,1396.2,137419,2728,284,26390.54,18.902
2024-04-08,display,1001.3,98553,1958,205,18926.43,18.902
2024-04-09,paid_search,1978.35,322914,11944,1054,54659.2,27.629
2024-04-09,social,2366.23,386227,14286,1260,65375.98,27.629
2024-04-09,email,3569.8,582680,21553,1902,98629.16,27.629
2024-04-09,affiliate,4007.3,654090,24194,2135,110716.71,27.629
2024-04-09,display,629.79,102800,3804,337,17400.37,27.629
2024-04-10,paid_search,5973.68,529399,16214,1104,207133.16,34.674
2024-04-10,social,3209.18,284403,8710,593,111275.99,34.674
2024-04-10,email,2251.8,199559,6112,416,78079.73,34.674
2024-04-10,affiliate,893.18,79155,2424,165,30970.41,34.674
2024-04-10,display,761.51,67488,2068,143,26404.61,34.674
2024-04-11,paid_search,6465.99,1086389,12260,943,61052.15,9.442
2024-04-11,social,4944.12,830690,9375,721,46682.6,9.442
2024-04-11,email,1100.26,184861,2086,160,10388.73,9.442
2024-04-11,affiliate,926.91,155735,1757,135,8751.89,9.442
2024-04-11,display,209.46,35195,399,33,1977.75,9.442
2024-04-12,paid_search,4766.97,714536,35541,4230,525760.24,110.292
2024-04-12,social,2681.33,401913,19991,2379,295729.81,110.292
2024-04-12,email,3088.54,462952,23027,2740,340642.69,110.292
2024-04-12,affiliate,1914.16,286919,14271,1698,211116.76,110.292
2024-04-12,display,8.66,1300,67,10,955.56,110.342
2024-04-13,paid_search,3847.33,601724,15845,1503,140419.6,36.498
2024-04-13,social,4795.55,750026,19750,1874,175027.64,36.498
2024-04-13,email,1513.55,236720,6233,591,55241.5,36.498
2024-04-13,affiliate,718.06,112305,2957,280,26207.78,36.498
2024-04-13,display,1683.59,263314,6935,661,61446.93,36.498
2024-04-14,paid_search,5885.95,934127,19617,519,25356.4,4.308
2024-04-14,social,1646.65,261330,5488,145,7093.69,4.308
2024-04-14,email,3379.38,536324,11263,298,14558.24,4.308
2024-04-14,affiliate,614.75,97563,2048,54,2648.31,4.308
2024-04-14,display,387.66,61526,1294,36,1670.02,4.308
2024-04-15,paid_search,4722.53,689202,11028,444,64658.85,13.692
2024-04-15,social,2442.68,356483,5704,229,33444.16,13.692
2024-04-15,email,4358.84,636125,10178,409,59679.34,13.692
2024-04-15,affiliate,537.0,78369,1253,50,7352.34,13.692
2024-04-15,display,1550.63,226299,3623,148,21230.49,13.692
2024-04-16,paid_search,6536.93,537417,14814,1250,172108.53,26.329
2024-04-16,social,3960.14,325573,8975,757,104265.22,26.329
2024-04-16,email,2507.63,206158,5683,479,66022.54,26.329
2024-04-16,affiliate,1029.66,84650,2333,196,27109.56,26.329
2024-04-16,display,255.68,21022,581,51,6731.66,26.328
2024-04-17,paid_search,7711.59,1473549,26603,3004,128780.05,16.7
2024-04-17,social,2665.89,509404,9196,1038,44519.12,16.7
2024-04-17,email,2008.42,383773,6928,782,33539.71,16.7
2024-04-17,affiliate,535.38,102301,1846,208,8940.59,16.7
2024-04-17,display,2405.28,459608,8300,940,40167.03,16.7
2024-04-18,paid_search,3849.47,645070,28356,1906,231818.35,60.221
2024-04-18,social,4014.71,672760,29573,1988,241769.32,60.221
2024-04-18,email,3549.95,594878,26150,1758,213781.01,60.221
2024-04-18,affiliate,1657.05,277677,12206,820,99788.73,60.221
2024-04-18,display,111.48,18682,823,58,6713.36,60.22
2024-04-19,paid_search,5397.66,832530,39184,1793,270653.73,50.143
2024-04-19,social,2013.37,310540,14616,669,100955.81,50.143
2024-04-19,email,3470.34,535262,25193,1153,174012.68,50.143
2024-04-19,affiliate,1149.58,177310,8345,382,57643.27,50.143
2024-04-19,display,1171.54,180700,8506,391,58744.41,50.143
2024-04-20,paid_search,5785.02,1047827,29187,3365,485000.62,83.837
2024-04-20,social,3296.49,597085,16632,1917,276368.68,83.837
2024-04-20,email,2540.57,460167,12818,1477,212994.48,83.837
2024-04-20,affiliate,1752.73,317468,8843,1019,146944.67,83.838
2024-04-20,display,223.49,40483,1129,132,18737.18,83.839
2024-04-21,paid_search,6387.91,911077,19301,447,61899.7,9.69
2024-04-21,social,2672.21,381123,8074,187,25894.01,9.69
2024-04-21,email,2085.05,297380,6300,146,20204.42,9.69
2024-04-21,affiliate,1422.55,202891,4298,99,13784.73,9.69
2024-04-21,display,520.11,74183,1572,38,5039.87,9.69
2024-04-22,paid_search,3575.52,466796,6540,642,122616.7,34.293
2024-04-22,social,4033.01,526524,7377,724,138305.86,34.293
2024-04-22,email,2710.11,353814,4957,487,92938.97,34.293
2024-04-22,affiliate,1370.75,178956,2507,246,47007.67,34.293
2024-04-22,display,917.05,119726,1679,167,31448.89,34.294
2024-04-23,paid_search,1485.53,121735,3420,356,32743.25,22.041
2024-04-23,social,2779.73,227792,6401,667,61269.4,22.041
2024-04-23,email,5289.3,433446,12179,1269,116583.96,22.041
2024-04-23,affiliate,3431.79,281227,7902,823,75641.73,22.041
2024-04-23,display,848.86,69563,1957,206,18709.83,22.041
2024-04-24,paid_search,5919.88,1163470,23680,1668,296130.41,50.023
2024-04-24,social,808.33,158866,3233,227,40435.11,50.023
2024-04-24,email,2252.98,442791,9012,634,112700.84,50.023
2024-04-24,affiliate,2970.37,583785,11881,836,148587.06,50.023
2024-04-24,display,668.2,131327,2675,191,33425.22,50.023
2024-04-25,paid_search,4574.98,739335,12755,1115,91647.77,20.032
2024-04-25,social,3336.44,539182,9302,813,66836.9,20.032
2024-04-25,email,1118.12,180693,3117,272,22398.7,20.032
2024-04-25,affiliate,969.45,156667,2702,236,19420.47,20.032
2024-04-25,display,1865.66,301500,5204,457,37373.67,20.032
2024-04-26,paid_search,2644.65,287250,11456,378,64064.69,24.224
2024-04-26,social,3078.22,334343,13334,440,74567.64,24.224
2024-04-26,email,976.92,106108,4232,139,23665.07,24.224
2024-04-26,affiliate,719.42,78139,3116,103,17427.32,24.224
2024-04-26,display,4260.1,462719,18457,613,103198.11,24.224
2024-04-27,paid_search,6127.5,1172313,24129,577,33125.36,5.406
2024-04-27,social,1422.19,272094,5600,134,7688.4,5.406
2024-04-27,email,1986.4,380038,7822,187,10738.51,5.406
2024-04-27,affiliate,379.06,72522,1492,35,2049.22,5.406
2024-04-27,display,1493.66,285768,5884,143,8074.73,5.406
2024-04-28,paid_search,4227.94,722123,35840,4044,488067.82,115.439
2024-04-28,social,3762.88,642692,31898,3599,434381.65,115.439
2024-04-28,email,2750.52,469783,23316,2631,317516.33,115.439
2024-04-28,affiliate,251.83,43011,2134,240,29070.44,115.437
2024-04-28,display,897.82,153347,7613,861,103642.99,115.438
2024-04-29,paid_search,2671.62,460646,19332,1551,274696.31,102.82
2024-04-29,social,3266.82,563273,23639,1896,335895.73,102.82
2024-04-29,email,2369.21,408505,17144,1375,243603.17,102.82
2024-04-29,affiliate,3101.52,534771,22443,1800,318898.79,102.82
2024-04-29,display,149.86,25841,1087,89,15408.41,102.819
2024-04-30,paid_search,4072.67,529972,10755,755,48580.32,11.928
2024-04-30,social,3614.17,470308,9544,670,43111.19,11.928
2024-04-30,email,3486.65,453714,9207,646,41590.07,11.928
2024-04-30,affiliate,1103.7,143623,2914,204,13165.38,11.928
2024-04-30,display,388.19,50518,1028,75,4630.49,11.928
2024-05-01,paid_search,7547.86,708157,23053,2123,104916.42,13.9
2024-05-01,social,3487.01,327158,10650,980,48469.94,13.9
2024-05-01,email,2238.81,210050,6837,629,31119.88,13.9
2024-05-01,affiliate,472.23,44306,1442,132,6564.12,13.9
2024-05-01,display,8.58,807,28,5,119.24,13.897
2024-05-02,paid_search,4901.96,484092,6857,822,92821.4,18.936
2024-05-02,social,3700.46,365438,5176,620,70070.27,18.936
2024-05-02,email,2404.89,237495,3364,403,45538.05,18.936
2024-05-02,affiliate,1270.28,125446,1777,213,24053.4,18.936
2024-05-02,display,250.37,24727,352,44,4740.91,18.936
2024-05-03,paid_search,5807.17,956050,12128,289,41864.23,7.209
2024-05-03,social,1602.16,263767,3346,79,11550.05,7.209
2024-05-03,email,2598.01,427717,5425,129,18729.22,7.209
2024-05-03,affiliate,648.03,106686,1353,32,4671.66,7.209
2024-05-03,display,1399.29,230371,2924,72,10087.56,7.209
2024-05-04,paid_search,7814.23,863830,21972,871,71386.22,9.135
2024-05-04,social,1592.8,176076,4478,177,14550.84,9.135
2024-05-04,email,1601.46,177035,4503,178,14630.04,9.135
2024-05-04,affiliate,1313.72,145226,3694,146,12001.39,9.135
2024-05-04,display,32.23,3565,92,6,294.42,9.135
2024-05-05,paid_search,2062.75,409261,11596,339,44106.26,21.382
2024-05-05,social,6598.36,1309149,37094,1085,141087.49,21.382
2024-05-05,email,2983.37,591915,16771,490,63790.96,21.382
2024-05-05,affiliate,775.67,153897,4360,127,16585.6,21.382
2024-05-05,display,777.24,154211,4372,131,16619.12,21.382
2024-05-06,paid_search,4001.78,658105,11960,350,63909.99,15.97
2024-05-06,social,3672.17,603900,10975,322,58646.06,15.97
2024-05-06,email,2041.25,335690,6100,179,32599.61,15.97
2024-05-06,affiliate,1357.91,223312,4058,119,21686.39,15.97
2024-05-06,display,1673.63,275236,5004,148,26728.53,15.97
2024-05-07,paid_search,3621.43,291825,11433,1313,211529.36,58.41
2024-05-07,social,3908.22,314935,12339,1417,228280.48,58.41
2024-05-07,email,1894.26,152644,5980,687,110644.21,58.41
2024-05-07,affiliate,852.18,68671,2690,309,49776.32,58.411
2024-05-07,display,1948.68,157032,6154,708,113823.15,58.41
2024-05-08,paid_search,4474.78,768270,22933,2566,116057.05,25.936
2024-05-08,social,774.54,132979,3969,444,20088.25,25.936
2024-05-08,email,4213.19,723358,21593,2416,109272.59,25.936
2024-05-08,affiliate,1801.78,309346,9234,1033,46730.75,25.936
2024-05-08,display,850.13,145961,4359,490,22048.94,25.936
2024-05-09,paid_search,7329.58,1350022,33457,2568,131147.72,17.893
2024-05-09,social,2801.28,515962,12787,981,50123.06,17.893
2024-05-09,email,506.07,93212,2310,177,9055.11,17.893
2024-05-09,affiliate,2884.96,531375,13168,1010,51620.4,17.893
2024-05-09,display,404.52,74511,1848,144,7238.18,17.893
2024-05-10,paid_search,3457.78,374008,11942,747,125102.5,36.18
2024-05-10,social,934.98,101131,3229,202,33827.49,36.18
2024-05-10,email,4611.71,498822,15927,997,166851.91,36.18
2024-05-10,affiliate,3966.62,429046,13699,857,143512.38,36.18
2024-05-10,display,654.83,70832,2264,144,23691.92,36.18
2024-05-11,paid_search,3925.21,531737,12270,620,49692.69,12.66
2024-05-11,social,2391.38,323953,7475,377,30274.57,12.66
2024-05-11,email,3927.69,532073,12278,620,49724.09,12.66
2024-05-11,affiliate,1117.08,151327,3492,176,14142.11,12.66
2024-05-11,display,1425.14,193063,4456,227,18042.19,12.66
2024-05-12,paid_search,4348.53,863018,10179,965,49696.21,11.428
2024-05-12,social,1457.72,289301,3412,323,16659.19,11.428
2024-05-12,email,5274.55,1046799,12346,1170,60279.08,11.428
2024-05-12,affiliate,300.96,59728,704,66,3439.4,11.428
2024-05-12,display,2024.13,401718,4740,451,23132.51,11.428
2024-05-13,paid_search,2290.45,428554,18098,809,104358.79,45.563
2024-05-13,social,3114.68,582772,24610,1100,141912.75,45.563
2024-05-13,email,5534.08,1035454,43728,1955,252146.95,45.563
2024-05-13,affiliate,1909.92,357355,15091,674,87020.73,45.562
2024-05-13,display,539.43,100931,4264,193,24577.74,45.562
2024-05-14,paid_search,3737.09,716681,10717,426,69279.16,18.538
2024-05-14,social,1596.72,306211,4578,182,29600.4,18.538
2024-05-14,email,5356.77,1027296,15361,611,99305.25,18.538
2024-05-14,affiliate,470.68,90264,1349,53,8725.57,18.538
2024-05-14,display,484.8,92976,1393,57,8987.53,18.539
2024-05-15,paid_search,5211.53,717966,23594,587,61494.08,11.8
2024-05-15,social,3415.87,470586,15464,385,40305.91,11.8
2024-05-15,email,2910.54,400970,13176,328,34343.28,11.8
2024-05-15,affiliate,776.33,106950,3514,87,9160.34,11.8
2024-05-15,display,541.02,74537,2452,62,6383.84,11.8
2024-05-16,paid_search,4025.09,676544,29157,2313,311405.8,77.366
2024-05-16,social,2929.68,492425,21222,1683,226657.93,77.366
2024-05-16,email,1851.46,311196,13411,1064,143240.4,77.366
2024-05-16,affiliate,2076.62,349042,15042,1193,160660.3,77.366
2024-05-16,display,1168.46,196401,8466,673,90399.96,77.367
2024-05-17,paid_search,5960.65,838176,16255,496,46744.97,7.842
2024-05-17,social,1044.49,146874,2848,87,8191.15,7.842
2024-05-17,email,2818.77,396371,7686,234,22105.56,7.842
2024-05-17,affiliate,1442.04,202777,3932,120,11308.86,7.842
2024-05-17,display,2633.26,370286,7183,221,20650.71,7.842
2024-05-18,paid_search,1376.67,222967,10706,1101,92940.68,67.511
2024-05-18,social,4744.14,768369,36896,3796,320283.3,67.511
2024-05-18,email,4291.46,695052,33375,3434,289722.39,67.511
2024-05-18,affiliate,767.69,124336,5970,614,51827.74,67.511
2024-05-18,display,399.9,64770,3113,323,26997.47,67.511
2024-05-19,paid_search,4921.3,527582,16853,699,46253.98,9.399
2024-05-19,social,2382.35,255397,8158,338,22391.08,9.399
2024-05-19,email,3844.46,412140,13165,546,36133.07,9.399
2024-05-19,affiliate,689.09,73873,2359,97,6476.61,9.399
2024-05-19,display,57.72,6189,200,11,542.46,9.398
2024-05-20,paid_search,3783.32,657450,16496,350,42583.57,11.256
2024-05-20,social,2311.52,401685,10078,214,26017.5,11.256
2024-05-20,email,3548.09,616571,15470,328,39935.82,11.256
2024-05-20,affiliate,2150.59,373720,9377,199,24206.17,11.256
2024-05-20,display,1284.97,223300,5604,120,14463.13,11.256
2024-05-21,paid_search,6626.6,550039,11273,748,33634.67,5.076
2024-05-21,social,3577.15,296920,6085,403,18156.56,5.076
2024-05-21,email,851.1,70645,1447,96,4319.94,5.076
2024-05-21,affiliate,1717.22,142537,2921,193,8716.11,5.076
2024-05-21,display,505.65,41973,862,59,2566.51,5.076
2024-05-22,paid_search,3473.47,622490,19800,1623,245888.62,70.79
2024-05-22,social,5222.66,935967,29771,2440,369714.74,70.791
2024-05-22,email,1118.23,200401,6374,522,79160.39,70.791
2024-05-22,affiliate,2246.53,402606,12806,1049,159032.76,70.79
2024-05-22,display,1370.49,245613,7813,643,97018.29,70.791
2024-05-23,paid_search,3446.8,593261,27126,2312,138534.33,40.192
2024-05-23,social,1318.34,226911,10375,884,52986.81,40.192
2024-05-23,email,2788.12,479888,21942,1870,112060.32,40.192
2024-05-23,affiliate,3617.27,622601,28468,2426,145385.59,40.192
2024-05-23,display,1373.37,236386,10811,924,55199.0,40.192
2024-05-24,paid_search,5485.97,591970,21690,1195,217370.3,39.623
2024-05-24,social,2468.93,266413,9761,537,97826.33,39.623
2024-05-24,email,3713.73,400734,14683,809,147148.69,39.623
2024-05-24,affiliate,532.79,57491,2106,116,21110.75,39.623
2024-05-24,display,888.83,95912,3517,195,35218.03,39.623
2024-05-25,paid_search,4086.34,468401,9205,259,31021.3,7.591
2024-05-25,social,3205.97,367488,7222,203,24338.05,7.591
2024-05-25,email,2814.18,322579,6339,178,21363.8,7.591
2024-05-25,affiliate,1940.99,222488,4372,123,14734.99,7.591
2024-05-25,display,351.55,40299,793,25,2668.76,7.591
2024-05-26,paid_search,6324.61,1259685,33767,3423,544771.55,86.135
2024-05-26,social,3675.58,732072,19624,1989,316596.95,86.135
2024-05-26,email,1058.01,210726,5648,572,91131.97,86.135
2024-05-26,affiliate,209.02,41631,1115,113,18004.33,86.137
2024-05-26,display,2518.66,501645,13450,1365,216943.87,86.135
2024-05-27,paid_search,1794.18,158629,5233,349,48277.69,26.908
2024-05-27,social,3962.42,350332,11558,771,106620.64,26.908
2024-05-27,email,1172.75,103687,3420,228,31556.31,26.908
2024-05-27,affiliate,5902.54,521865,17217,1148,158825.43,26.908
2024-05-27,display,1907.3,168633,5566,372,51321.59,26.908
2024-05-28,paid_search,6359.83,1021187,20632,1466,281341.42,44.237
2024-05-28,social,2380.75,382272,7723,549,105317.68,44.237
2024-05-28,email,1112.23,178588,3608,256,49201.84,44.237
2024-05-28,affiliate,1894.98,304274,6147,437,83828.86,44.237
2024-05-28,display,946.08,151913,3072,220,41852.1,44.237
2024-05-29,paid_search,6069.13,1193429,23737,1067,66514.54,10.959
2024-05-29,social,3670.26,721717,14354,645,40224.16,10.959
2024-05-29,email,2498.61,491325,9772,439,27383.51,10.959
2024-05-29,affiliate,942.35,185302,3685,165,10327.64,10.959
2024-05-29,display,847.95,166742,3319,151,9293.14,10.96
2024-05-30,paid_search,4874.44,912244,9221,459,59199.82,12.145
2024-05-30,social,3792.48,709757,7174,357,46059.48,12.145
2024-05-30,email,2226.2,416630,4211,209,27037.09,12.145
2024-05-30,affiliate,1399.8,261970,2648,131,17000.48,12.145
2024-05-30,display,1271.89,238034,2407,123,15446.98,12.145
2024-05-31,paid_search,1532.99,156977,4690,109,8305.21,5.418
2024-05-31,social,3476.87,356029,10638,247,18836.5,5.418
